,chr,indexStart,indexEnd,L,p.value
6611,chr19,423720,423723,4,0.002316997
5642,chr17,390233,390236,4,0.002318222
1261,chr1,43127,43130,4,0.002333652
39,chr1,1923,1925,3,0.002555065
13110,chr8,222129,222131,3,0.002596212
2318,chr11,270044,270046,3,0.002598662
11879,chr7,182727,182729,3,0.002607724
4265,chr15,339843,339845,3,0.002607724
10747,chr5,138888,138890,3,0.002616541
7922,chr2,76483,76485,3,0.002678018
1807,chr10,254311,254313,3,0.002680222
7570,chr2,66767,66769,3,0.002695897
3037,chr12,298081,298083,3,0.002733371
11463,chr6,168649,168651,3,0.002748801
648,chr1,22345,22348,4,0.002268747
10458,chr5,134289,134290,2,0.00240517
11467,chr6,168666,168667,2,0.002449992
10146,chr5,125892,125893,2,0.00245587
7980,chr20,432044,432045,2,0.002463952
15687,chr1,36497,36497,1,0.004312652
4812,chr16,360055,360059,5,0.002404191
9817,chr4,116646,116650,5,0.002410559
20117,chr13,320758,320762,5,0.002476689
3389,chr12,311242,311246,5,0.002493588
5552,chr17,387739,387742,4,0.002347368
4609,chr15,351774,351777,4,0.002349082
10762,chr5,139668,139671,4,0.002364268
2754,chr12,288730,288733,4,0.002370146
8928,chr3,89641,89644,4,0.002385086
3841,chr14,325889,325892,4,0.002397823
6838,chr19,430261,430264,4,0.002409089
17964,chr11,274991,274994,4,0.00242109
7461,chr2,63812,63815,4,0.002450726
10076,chr5,124191,124194,4,0.002459544
12199,chr7,191730,191733,4,0.00250461
13010,chr8,219274,219277,4,0.002504855
22813,chr17,391639,391642,4,0.002558739
11021,chr6,147735,147738,4,0.002588375
9845,chr4,117695,117698,4,0.002595233
13902,chrX,461602,461604,3,0.00280244
3852,chr14,326152,326153,2,0.002479628
12634,chr8,208560,208561,2,0.002483791
3795,chr14,324771,324772,2,0.002485996
11320,chr6,164092,164093,2,0.00252298
12901,chr8,217003,217004,2,0.002532532
7881,chr2,75102,75102,1,0.00443193
3129,chr12,301680,301685,6,0.002055416
8169,chr20,437476,437481,6,0.002073296
9913,chr4,119071,119076,6,0.002075255
6817,chr19,430055,430060,6,0.002096074
13816,chrX,459805,459810,6,0.00212669
11526,chr6,169919,169924,6,0.002147019
3278,chr12,306136,306141,6,0.002148733
12958,chr8,218078,218083,6,0.002157795
2014,chr10,260324,260329,6,0.002161224
8741,chr3,83256,83261,6,0.002181308
12857,chr8,215686,215691,6,0.002198698
8205,chr20,438705,438710,6,0.002206536
12828,chr8,214733,214738,6,0.002215108
30396,chr6,156286,156291,6,0.002266787
9533,chr4,109620,109624,5,0.002521755
7076,chr2,52195,52199,5,0.002575883
5548,chr17,387648,387652,5,0.002579068
10697,chr5,137958,137962,5,0.002629277
6645,chr19,424821,424825,5,0.002649606
9712,chr4,113730,113733,4,0.002605275
11521,chr6,169897,169899,3,0.002812972
10233,chr5,128773,128775,3,0.002827667
7083,chr2,52234,52236,3,0.002837219
13901,chrX,461598,461600,3,0.002842118
12879,chr8,216442,216444,3,0.002847261
11217,chr6,155816,155820,5,0.002680957
9146,chr3,97207,97210,4,0.002613357
12428,chr7,200252,200255,4,0.002630992
30280,chr6,152767,152770,4,0.002649851
5824,chr17,397693,397696,4,0.002655239
967,chr1,33143,33146,4,0.002710593
3053,chr12,298524,298527,4,0.002717695
681,chr1,23028,23031,4,0.002722104
11689,chr6,174266,174269,4,0.002727248
8456,chr22,448105,448108,4,0.002733371
12277,chr7,194585,194588,4,0.002744392
3453,chr13,313969,313972,4,0.00275272
12964,chr8,218102,218105,4,0.002774273
10894,chr5,143812,143815,4,0.002780396
7434,chr2,63128,63131,4,0.002790928
1785,chr10,253747,253749,3,0.002868325
3480,chr13,314841,314842,2,0.002579557
10362,chr5,131511,131512,2,0.002623889
3864,chr14,326523,326524,2,0.002629522
13218,chr8,226745,226746,2,0.002632216
15924,chr1,40423,40428,6,0.002368187
7700,chr2,68706,68711,6,0.002418886
11736,chr6,176045,176050,6,0.002448522
11765,chr6,177323,177328,6,0.002458319
5302,chr17,378286,378291,6,0.002478648
10020,chr4,121788,121793,6,0.002531307
7512,chr2,65329,65334,6,0.002542329
2581,chr11,282515,282520,6,0.002563882
20993,chr15,341083,341087,5,0.002699081
6197,chr19,408443,408447,5,0.002710593
12595,chr7,206349,206353,5,0.00272039
10608,chr5,137440,137444,5,0.002741943
15375,chr1,31109,31113,5,0.002750026
11579,chr6,170643,170647,5,0.002763252
10427,chr5,133446,133450,5,0.002769865
12408,chr7,199942,199946,5,0.002772314
12648,chr8,209706,209710,5,0.002784315
9896,chr4,118696,118700,5,0.00281836
6763,chr19,428281,428285,5,0.002825953
9661,chr4,112618,112622,5,0.002828402
5394,chr17,382930,382934,5,0.002861467
10652,chr5,137748,137752,5,0.002915595
13969,chrX,462960,462964,5,0.002943272
7650,chr2,67693,67697,5,0.002973153
13658,chrX,455110,455114,5,0.002990053
971,chr1,33239,33243,5,0.003020913
12439,chr7,200316,200320,5,0.003022873
641,chr1,22090,22094,5,0.003044426
10388,chr5,131930,131934,5,0.003060102
10681,chr5,137881,137885,5,0.00306451
797,chr1,26685,26689,5,0.003065
8454,chr22,448040,448044,5,0.00306647
953,chr1,32890,32894,5,0.003126721
10259,chr5,129580,129584,5,0.003126966
27134,chr3,91165,91169,5,0.003173992
3929,chr14,327542,327546,5,0.003173992
6190,chr19,408144,408147,4,0.002798276
12464,chr7,201115,201117,3,0.002921963
13252,chr8,228082,228084,3,0.002938618
11549,chr6,170110,170112,3,0.002944497
13717,chrX,456740,456742,3,0.002946701
9561,chr4,110157,110159,3,0.002963356
13104,chr8,222077,222079,3,0.002982215
14270,chr1,4679,4681,3,0.003009647
10013,chr4,121546,121548,3,0.003026057
11165,chr6,152738,152740,3,0.003028996
1274,chr1,43579,43581,3,0.003070633
3855,chr14,326209,326211,3,0.003107127
673,chr1,22999,23001,3,0.003122803
13073,chr8,221205,221207,3,0.003143866
7969,chr20,431752,431754,3,0.003149499
5268,chr17,377153,377155,3,0.003161991
4079,chr14,332463,332465,3,0.003178401
31810,chr7,189286,189288,3,0.003189422
8651,chr3,80075,80077,3,0.003228855
8756,chr3,83630,83632,3,0.00323008
12358,chr7,197594,197596,3,0.003257022
20926,chr15,340052,340054,3,0.003267064
9090,chr3,95931,95933,3,0.003293271
2836,chr12,291855,291857,3,0.003330255
22915,chr17,394168,394170,3,0.003332459
30001,chr6,145876,145878,3,0.003363565
2888,chr12,293657,293659,3,0.003396629
2073,chr11,262758,262760,3,0.003439736
3912,chr14,326769,326771,3,0.003443655
3832,chr14,325844,325846,3,0.003463494
4493,chr15,348327,348329,3,0.003470107
6888,chr2,45095,45097,3,0.00347672
1206,chr1,41566,41568,3,0.0034777
4426,chr15,345663,345665,3,0.003530114
7268,chr2,57305,57307,3,0.003554607
13142,chr8,223218,223220,3,0.003565383
6426,chr19,417951,417953,3,0.003578609
9555,chr4,109992,109994,3,0.003586202
423,chr1,16040,16042,3,0.003621226
13122,chr8,222470,222472,3,0.003636657
27747,chr3,102025,102027,3,0.003649393
2734,chr11,288157,288158,2,0.002688549
88,chr1,4404,4405,2,0.002728717
6128,chr18,405530,405531,2,0.002746597
636,chr1,21982,21983,2,0.002755904
5161,chr16,373143,373144,2,0.002831831
6923,chr2,46606,46607,2,0.002831831
13258,chr8,228226,228227,2,0.002862447
21205,chr15,345704,345705,2,0.002863181
1733,chr10,252842,252843,2,0.002863181
6960,chr2,47831,47831,1,0.004691797
1436,chr10,242739,242739,1,0.004710411
13030,chr8,219832,219832,1,0.004761355
13679,chrX,455507,455507,1,0.0047785
27001,chr3,88845,88845,1,0.004872062
30376,chr6,155797,155797,1,0.004882839
11385,chr6,166429,166429,1,0.005056246
8197,chr20,438534,438534,1,0.00514197
8084,chr20,434378,434378,1,0.00519267
123,chr1,5715,5715,1,0.005219366
3629,chr13,319233,319233,1,0.005271781
17275,chr10,260529,260529,1,0.005472375
25241,chr2,71267,71267,1,0.005501031
7120,chr2,53024,53024,1,0.00552136
13585,chr9,237530,237530,1,0.00555467
10052,chr5,122978,122978,1,0.005645047
20526,chr14,330929,330929,1,0.005647986
30589,chr6,160780,160780,1,0.005713871
25864,chr20,437802,437802,1,0.005785635
32630,chr7,207791,207791,1,0.005813311
8085,chr20,434381,434381,1,0.005838784
3205,chr12,304250,304250,1,0.00585054
3720,chr13,321305,321305,1,0.005856663
6730,chr19,427699,427699,1,0.005926957
10265,chr5,129883,129888,6,0.002585436
12053,chr7,187489,187494,6,0.002707409
9736,chr4,114523,114527,5,0.003190157
7458,chr2,63771,63775,5,0.003202158
11400,chr6,166907,166911,5,0.003204118
8478,chr22,449134,449138,5,0.003233019
12490,chr7,202377,202381,5,0.003239632
9167,chr3,97529,97533,5,0.003274656
2028,chr10,260622,260626,5,0.003277596
9041,chr3,94690,94694,5,0.00332952
9777,chr4,115301,115305,5,0.003341276
4819,chr16,360362,360366,5,0.00334544
2969,chr12,296877,296881,5,0.003372872
3905,chr14,326725,326729,5,0.003380954
8777,chr3,84289,84293,5,0.003387322
10173,chr5,126985,126989,5,0.003413529
34401,chrX,463806,463810,5,0.003419897
1380,chr10,241735,241739,5,0.003456636
730,chr1,24756,24760,5,0.003476475
12787,chr8,213481,213485,5,0.003487497
8628,chr3,79269,79272,4,0.002836484
11060,chr6,149221,149224,4,0.002839913
11644,chr6,173033,173037,5,0.003497784
7327,chr2,59916,59919,4,0.002841138
9517,chr4,108982,108986,5,0.003508561
11227,chr6,156381,156384,4,0.00285069
3150,chr12,301964,301967,4,0.002857058
11874,chr7,182545,182548,4,0.002862202
7934,chr2,77352,77355,4,0.002864161
1249,chr1,42732,42736,5,0.003552402
6011,chr18,402972,402975,4,0.002896001
4203,chr14,336820,336824,5,0.003552892
11918,chr7,184236,184239,4,0.002896736
10234,chr5,128777,128780,4,0.002898696
5651,chr17,390625,390628,4,0.002920739
12196,chr7,191709,191712,4,0.002929801
12793,chr8,213655,213658,4,0.002942047
2787,chr12,289687,289690,4,0.002942782
3217,chr12,304724,304728,5,0.003603347
12517,chr7,204161,204164,4,0.002966295
3013,chr12,297791,297794,4,0.002992012
8984,chr3,92482,92486,5,0.003648903
10443,chr5,133917,133921,5,0.003658945
9488,chr4,108206,108209,4,0.003007687
3345,chr12,308912,308915,4,0.003008912
6812,chr19,429832,429836,5,0.003672171
17366,chr11,263565,263569,5,0.003681968
1197,chr1,41253,41256,4,0.003054958
10552,chr5,136910,136913,4,0.003059122
12015,chr7,186810,186813,4,0.003066959
6584,chr19,422456,422459,4,0.003071613
6400,chr19,417319,417322,4,0.003073817
4913,chr16,364111,364114,4,0.003076512
3493,chr13,315114,315117,4,0.003102229
11678,chr6,173837,173840,4,0.003117904
3960,chr14,328535,328538,4,0.00312966
7634,chr2,67613,67616,4,0.003203628
10999,chr6,147270,147273,4,0.003209996
13457,chr9,232858,232861,4,0.003210731
287,chr1,11492,11495,4,0.003210976
7282,chr2,57931,57934,4,0.003233754
10318,chr5,130663,130666,4,0.003268533
21561,chr16,353260,353263,4,0.003269758
6367,chr19,415742,415745,4,0.003296455
1919,chr10,256687,256690,4,0.003297924
9462,chr4,107536,107539,4,0.003323152
595,chr1,20986,20989,4,0.003335643
3519,chr13,315876,315879,4,0.003341276
3614,chr13,318994,318997,4,0.003358666
10397,chr5,131985,131988,4,0.003368218
12513,chr7,203741,203744,4,0.00339418
7155,chr2,54226,54229,4,0.003401038
8915,chr3,89174,89176,3,0.003654046
8417,chr22,446040,446042,3,0.003676335
3913,chr14,326773,326775,3,0.003684662
11254,chr6,159307,159309,3,0.003778224
389,chr1,15234,15236,3,0.003813003
2007,chr10,259777,259779,3,0.003832597
7971,chr20,431780,431782,3,0.003884277
3093,chr12,300054,300056,3,0.003887216
5736,chr17,393622,393624,3,0.003900442
10310,chr5,130606,130608,3,0.003909749
9029,chr3,94028,94030,3,0.00393914
7680,chr2,68365,68367,3,0.003965347
8257,chr20,440813,440815,3,0.004011393
1730,chr10,252816,252818,3,0.004025109
13732,chrX,457352,457354,3,0.004028048
9602,chr4,110798,110800,3,0.004036865
17331,chr11,262719,262721,3,0.00407042
3301,chr12,306798,306800,3,0.00412112
12377,chr7,198303,198305,3,0.004123814
9137,chr3,96832,96834,3,0.004171329
9808,chr4,116334,116336,3,0.004192638
2736,chr11,288168,288170,3,0.004194108
12187,chr7,191308,191310,3,0.004213457
2082,chr11,263046,263048,3,0.004216396
9183,chr3,98083,98085,3,0.004244072
12477,chr7,201641,201643,3,0.004266116
6230,chr19,410079,410081,3,0.004296731
2579,chr11,282486,282488,3,0.004310447
3085,chr12,299773,299775,3,0.004312407
3794,chr14,324768,324770,3,0.004314856
5492,chr17,385481,385483,3,0.00431706
5135,chr16,371783,371785,3,0.004317795
1947,chr10,257760,257762,3,0.004386129
10269,chr5,129918,129920,3,0.004410132
13678,chrX,455480,455482,3,0.004411357
9720,chr4,113833,113835,3,0.004412581
5918,chr18,401415,401417,3,0.004428501
6574,chr19,422153,422155,3,0.00443291
3550,chr13,317107,317109,3,0.004442952
301,chr1,11935,11937,3,0.004475527
30522,chr6,159728,159730,3,0.004503694
16216,chr10,239567,239569,3,0.004512756
13484,chr9,233538,233540,3,0.004532595
9892,chr4,118633,118635,3,0.004561496
10803,chr5,140601,140603,3,0.004562966
2125,chr11,264673,264675,3,0.00456468
11596,chr6,171166,171168,3,0.00458207
6311,chr19,413871,413873,3,0.004607787
6009,chr18,402964,402966,3,0.00464673
549,chr1,20068,20070,3,0.00464771
5292,chr17,377798,377800,3,0.004649424
7504,chr2,65215,65217,3,0.00466461
29202,chr5,129431,129433,3,0.004682244
2714,chr11,287421,287423,3,0.004742006
4369,chr15,343529,343531,3,0.004758416
3360,chr12,309422,309424,3,0.00479491
308,chr1,12228,12230,3,0.004808381
10917,chr5,144716,144718,3,0.004821117
8342,chr21,443252,443254,3,0.00489484
12948,chr8,217859,217861,3,0.004917863
17308,chr11,262065,262067,3,0.004921537
1265,chr1,43271,43273,3,0.004939661
1366,chr10,240896,240898,3,0.004946029
943,chr1,32308,32310,3,0.004956316
23761,chr19,425742,425744,3,0.004981544
30380,chr6,155832,155834,3,0.004992565
13958,chrX,462818,462820,3,0.005005301
6612,chr19,423823,423825,3,0.005014119
9639,chr4,111858,111860,3,0.0050271
1358,chr10,240454,240456,3,0.005051837
10239,chr5,129039,129041,3,0.00509176
13801,chrX,459516,459518,3,0.00509372
12269,chr7,194488,194490,3,0.005127274
10014,chr4,121550,121552,3,0.005140011
6659,chr19,425297,425299,3,0.005147603
13696,chrX,455785,455787,3,0.005172831
2038,chr11,261176,261178,3,0.0051743
7182,chr2,54747,54749,3,0.005178219
9425,chr4,106333,106335,3,0.005207365
477,chr1,18047,18049,3,0.005222795
11883,chr7,183110,183112,3,0.00522451
25883,chr20,438419,438421,3,0.005249982
2698,chr11,287007,287009,3,0.005268597
8714,chr3,81926,81927,2,0.002946456
20284,chr14,324645,324646,2,0.002986134
10819,chr5,141259,141260,2,0.003017729
10083,chr5,124214,124215,2,0.003043202
13677,chrX,455477,455478,2,0.003062796
8180,chr20,437719,437720,2,0.003111291
6416,chr19,417742,417743,2,0.003200444
12669,chr8,210396,210397,2,0.003212445
9882,chr4,118462,118463,2,0.003241102
18321,chr11,282806,282807,2,0.003259961
5191,chr17,374672,374673,2,0.003262655
9570,chr4,110227,110228,2,0.00327931
12663,chr8,210288,210289,2,0.003283964
1767,chr10,253235,253236,2,0.003298169
662,chr1,22738,22739,2,0.003315069
13001,chr8,218941,218942,2,0.003320213
6161,chr19,406677,406678,2,0.003320703
1039,chr1,35760,35761,2,0.003332459
3379,chr12,310012,310013,2,0.003349604
8458,chr22,448310,448311,2,0.003386588
1186,chr1,40869,40870,2,0.003419652
717,chr1,24302,24303,2,0.003468148
941,chr1,32103,32104,2,0.003484803
30618,chr6,160989,160990,2,0.003489211
12894,chr8,216932,216933,2,0.003498763
16156,chr10,238620,238621,2,0.003519337
6117,chr18,405249,405250,2,0.003527665
22570,chr17,385195,385196,2,0.00354334
8297,chr21,442174,442175,2,0.003552892
2426,chr11,276057,276058,2,0.003559505
924,chr1,31047,31048,2,0.003567343
30524,chr6,159774,159775,2,0.003588406
13896,chrX,461381,461382,2,0.003615593
4678,chr16,353768,353769,2,0.003656741
32767,chr8,210104,210105,2,0.003663354
6733,chr19,427763,427764,2,0.003702052
11816,chr7,180287,180288,2,0.003806145
6431,chr19,418071,418072,2,0.003818392
13670,chrX,455383,455384,2,0.003825249
3429,chr13,313068,313069,2,0.003843374
6832,chr19,430182,430183,2,0.003845823
7494,chr2,65143,65144,2,0.00387154
675,chr1,23005,23006,2,0.003875214
8086,chr20,434387,434388,2,0.003897992
30804,chr6,166035,166036,2,0.003931792
7448,chr2,63595,63596,2,0.003941344
12102,chr7,188436,188437,2,0.003974409
6443,chr19,418506,418507,2,0.003979553
17628,chr11,267894,267895,2,0.004002821
7733,chr2,70152,70153,2,0.004057684
9110,chr3,96030,96031,2,0.004097117
5683,chr17,391738,391739,2,0.004119895
414,chr1,15772,15773,2,0.00413557
3934,chr14,327938,327939,2,0.004165941
1106,chr1,38606,38607,2,0.00420121
6679,chr19,426373,426374,2,0.004204149
6959,chr2,47828,47829,2,0.004255339
7529,chr2,65776,65777,2,0.004261462
490,chr1,18295,18296,2,0.004266116
13963,chrX,462836,462837,2,0.004287914
17550,chr11,266506,266507,2,0.004289873
5386,chr17,382632,382633,2,0.004324408
3771,chr13,322911,322912,2,0.004363596
6292,chr19,413143,413144,2,0.00436727
13675,chrX,455445,455446,2,0.004374373
3736,chr13,321739,321740,2,0.00438417
3258,chr12,305971,305972,2,0.004422868
2383,chr11,273116,273117,2,0.004440013
10491,chr5,135320,135321,2,0.004447361
4159,chr14,335156,335157,2,0.004452994
6331,chr19,414302,414303,2,0.004490468
11135,chr6,151336,151337,2,0.004490468
3417,chr13,312584,312584,1,0.005959287
1378,chr10,241554,241554,1,0.005990637
5665,chr17,391033,391033,1,0.006077831
6690,chr19,426835,426835,1,0.006218908
20451,chr14,328679,328679,1,0.006261525
25142,chr2,69291,69291,1,0.006281119
8942,chr3,90525,90525,1,0.006350678
12481,chr7,201952,201952,1,0.00642587
22172,chr16,371918,371918,1,0.006447669
230,chr1,9498,9503,6,0.002801215
11964,chr7,185937,185942,6,0.002819585
11200,chr6,153375,153379,5,0.003724095
461,chr1,17357,17361,5,0.00372581
17386,chr11,263871,263875,5,0.003775774
877,chr1,28945,28949,5,0.00379047
5037,chr16,367641,367645,5,0.003800512
12975,chr8,218188,218192,5,0.003960448
11893,chr7,183360,183363,4,0.003414754
359,chr1,14341,14344,4,0.003421367
5709,chr17,392530,392533,4,0.00342651
2891,chr12,293735,293738,4,0.003436063
5726,chr17,393284,393288,5,0.003993268
30559,chr6,160064,160068,5,0.003995718
3657,chr13,319906,319909,4,0.003446349
12339,chr7,196201,196205,5,0.003999881
6462,chr19,418634,418638,5,0.004006494
12410,chr7,199971,199974,4,0.0034608
11524,chr6,169910,169913,4,0.003470597
6924,chr2,46610,46613,4,0.003500723
884,chr1,29493,29497,5,0.004062582
1069,chr1,36635,36639,5,0.004081687
4264,chr15,339829,339832,4,0.003569057
24695,chr2,61132,61136,5,0.004094178
11953,chr7,185622,185625,4,0.003594285
1096,chr1,38256,38259,4,0.003618777
7559,chr2,66548,66551,4,0.003623921
802,chr1,26704,26707,4,0.003630044
2707,chr11,287262,287266,5,0.004132386
11697,chr6,174567,174570,4,0.0036418
4150,chr14,334724,334727,4,0.003686132
9877,chr4,118409,118412,4,0.003698133
241,chr1,9800,9803,4,0.003700582
996,chr1,34018,34022,5,0.004177698
334,chr1,13355,13358,4,0.003728259
22722,chr17,389568,389572,5,0.0042017
10488,chr5,135181,135185,5,0.004202435
10068,chr5,123858,123861,4,0.003738056
11518,chr6,169848,169851,4,0.003761324
11818,chr7,180340,180343,4,0.003771856
3340,chr12,308861,308864,4,0.003774305
9133,chr3,96799,96803,5,0.004230846
13628,chrX,454610,454614,5,0.00423599
29474,chr5,134523,134527,5,0.004247501
1027,chr1,35288,35291,4,0.003811534
7251,chr2,56869,56872,4,0.003815452
4853,chr16,362359,362362,4,0.003841415
11198,chr6,153368,153371,4,0.003851701
4301,chr15,340620,340623,4,0.003855865
5365,chr17,381497,381500,4,0.003863458
11839,chr7,181274,181277,4,0.003866397
12330,chr7,196132,196135,4,0.003870561
6849,chr19,430582,430585,4,0.003875704
7377,chr2,61473,61476,4,0.003881092
370,chr1,14876,14880,5,0.004302855
9023,chr3,93723,93726,4,0.00392322
11122,chr6,151150,151153,4,0.003944528
12910,chr8,217174,217178,5,0.004347676
15080,chr1,23246,23250,5,0.004358453
3576,chr13,317814,317817,4,0.003984696
6374,chr19,415875,415878,4,0.003992534
22513,chr17,383434,383437,4,0.004015802
11486,chr6,169386,169389,4,0.00402168
7520,chr2,65534,65537,4,0.004027313
2100,chr11,263710,263713,4,0.004040294
11560,chr6,170331,170334,4,0.004048377
13774,chrX,459003,459006,4,0.004049112
11358,chr6,165503,165506,4,0.004058174
30578,chr6,160718,160721,4,0.004060623
18844,chr12,291928,291931,4,0.004064297
12386,chr7,198667,198671,5,0.004416745
5238,chr17,376439,376442,4,0.004090749
203,chr1,8453,8456,4,0.004106669
12286,chr7,194796,194799,4,0.004117201
2998,chr12,297699,297702,4,0.004117691
2455,chr11,277546,277549,4,0.004126753
12343,chr7,196272,196275,4,0.004130427
3368,chr12,309672,309675,4,0.00415247
