,chr,indexStart,indexEnd,L,p.value
1847,chr17,381313,381313,1,0.986674678
2522,chr7,184534,184534,1,0.986917316
1330,chr1,9661,9661,1,0.987488429
808,chr22,446302,446302,1,0.987536957
268,chr11,282479,282479,1,0.987816173
2704,chrX,456127,456127,1,0.987995408
2011,chr2,49683,49683,1,0.988050763
2469,chr6,167855,167855,1,0.988388993
2605,chr8,212229,212229,1,0.989512442
1510,chr11,266291,266291,1,0.9901572
1295,chrX,460985,460985,1,0.990512012
1849,chr17,381338,381338,1,0.991304303
984,chr5,133427,133427,1,0.992358497
720,chr2,59759,59759,1,0.992733549
812,chr22,447752,447752,1,0.99376165
1344,chr1,13903,13903,1,0.995964411
468,chr16,363761,363761,1,0.995974653
2142,chr22,451421,451421,1,0.996233385
1364,chr1,27112,27112,1,0.996341901
2172,chr3,82612,82612,1,0.996579906
177,chr10,256636,256636,1,0.996854732
2338,chr5,133298,133298,1,0.998738528
