,chr,length,start,end,p
776,chr8,1,215944,215944,0.01
777,chr8,1,215950,215950,0.01
778,chr8,3,215958,215960,0.01
779,chr8,1,215965,215965,0.01
780,chr8,2,215972,215973,0.01
781,chr8,1,215981,215981,0.01
782,chr8,1,215988,215988,0.01
783,chr8,1,215990,215990,0.01
784,chr8,1,216002,216002,0.01
785,chr8,2,216009,216010,0.01
786,chr8,1,216012,216012,0.01
787,chr8,1,216020,216020,0.01
788,chr8,1,216038,216038,0.01
789,chr8,1,216042,216042,0.01
790,chr8,1,216049,216049,0.01
791,chr8,1,216058,216058,0.01
792,chr8,1,216065,216065,0.01
793,chr8,1,216077,216077,0.01
794,chr8,1,216080,216080,0.01
795,chr8,1,216084,216084,0.01
796,chr8,1,216088,216088,0.01
797,chr8,1,216091,216091,0.01
798,chr8,1,216099,216099,0.01
799,chr8,1,216101,216101,0.01
800,chr8,2,216105,216106,0.01
801,chr8,1,216119,216119,0.01
802,chr8,1,216127,216127,0.01
803,chr8,2,216136,216137,0.01
804,chr8,1,216140,216140,0.01
805,chr8,1,216142,216142,0.01
806,chr8,1,216147,216147,0.01
807,chr8,1,216152,216152,0.01
808,chr8,1,216156,216156,0.01
809,chr8,1,216163,216163,0.01
810,chr8,1,216170,216170,0.01
811,chr8,1,216175,216175,0.01
812,chr8,1,216180,216180,0.01
813,chr8,1,216183,216183,0.01
814,chr8,1,216195,216195,0.01
815,chr8,1,216199,216199,0.01
816,chr8,1,216212,216212,0.01
817,chr8,1,216214,216214,0.01
818,chr8,1,216222,216222,0.01
819,chr8,1,216224,216224,0.01
820,chr8,2,216229,216230,0.01
821,chr8,1,216232,216232,0.01
822,chr8,2,216261,216262,0.01
823,chr8,1,216265,216265,0.01
824,chr8,1,216296,216296,0.01
825,chr8,1,216298,216298,0.01
826,chr8,3,216302,216304,0.01
827,chr8,1,216309,216309,0.01
828,chr8,1,216330,216330,0.01
829,chr8,2,216337,216338,0.01
830,chr8,3,216343,216345,0.01
831,chr8,1,216348,216348,0.01
832,chr8,1,216351,216351,0.01
833,chr8,1,216354,216354,0.01
834,chr8,1,216357,216357,0.01
835,chr8,1,216367,216367,0.01
836,chr8,1,216381,216381,0.01
837,chr8,1,216386,216386,0.01
838,chr8,1,216402,216402,0.01
839,chr8,1,216422,216422,0.01
840,chr8,1,216426,216426,0.01
841,chr8,1,216439,216439,0.01
842,chr8,6,216444,216449,0.01
843,chr8,2,216462,216463,0.01
844,chr8,1,216473,216473,0.01
845,chr8,3,216490,216492,0.01
846,chr8,1,216510,216510,0.01
847,chr8,2,216512,216513,0.01
848,chr8,1,216517,216517,0.01
849,chr8,1,216528,216528,0.01
850,chr8,2,216533,216534,0.01
851,chr8,3,216551,216553,0.01
852,chr8,1,216560,216560,0.01
853,chr8,1,216577,216577,0.01
854,chr8,1,216593,216593,0.01
855,chr8,1,216597,216597,0.01
856,chr8,1,216599,216599,0.01
857,chr8,1,216609,216609,0.01
858,chr8,6,216616,216621,0.01
859,chr8,1,216649,216649,0.01
860,chr8,1,216658,216658,0.01
861,chr8,1,216662,216662,0.01
862,chr8,1,216672,216672,0.01
863,chr8,2,216684,216685,0.01
864,chr8,2,216695,216696,0.01
865,chr8,4,216699,216702,0.01
866,chr8,2,216710,216711,0.01
867,chr8,1,216739,216739,0.01
868,chr8,2,216745,216746,0.01
869,chr8,1,216761,216761,0.01
870,chr8,1,216764,216764,0.01
871,chr8,2,216767,216768,0.01
872,chr8,1,216773,216773,0.01
873,chr8,1,216797,216797,0.01
874,chr8,2,216821,216822,0.01
875,chr8,1,216824,216824,0.01
876,chr8,1,216826,216826,0.01
877,chr8,3,216843,216845,0.01
878,chr8,1,216847,216847,0.01
879,chr8,1,216860,216860,0.01
880,chr8,2,216863,216864,0.01
881,chr8,1,216869,216869,0.01
882,chr8,1,216879,216879,0.01
883,chr8,1,216882,216882,0.01
884,chr8,1,216885,216885,0.01
885,chr8,1,216903,216903,0.01
886,chr8,1,216951,216951,0.01
887,chr8,1,216957,216957,0.01
888,chr8,1,216965,216965,0.01
889,chr8,2,216973,216974,0.01
890,chr8,1,216977,216977,0.01
891,chr8,1,216979,216979,0.01
892,chr8,1,216991,216991,0.01
893,chr8,1,216994,216994,0.01
894,chr8,1,217013,217013,0.01
895,chr8,1,217020,217020,0.01
896,chr8,1,217040,217040,0.01
897,chr8,1,217045,217045,0.01
898,chr8,1,217048,217048,0.01
899,chr8,1,217086,217086,0.01
900,chr8,1,217088,217088,0.01
901,chr8,2,217098,217099,0.01
902,chr8,1,217109,217109,0.01
903,chr8,1,217118,217118,0.01
904,chr8,1,217125,217125,0.01
905,chr8,1,217132,217132,0.01
906,chr8,1,217136,217136,0.01
907,chr8,1,217143,217143,0.01
908,chr8,1,217148,217148,0.01
909,chr8,1,217150,217150,0.01
910,chr8,4,217163,217166,0.01
911,chr8,1,217171,217171,0.01
912,chr8,2,217181,217182,0.01
913,chr8,1,217184,217184,0.01
914,chr8,1,217197,217197,0.01
915,chr8,1,217202,217202,0.01
916,chr8,1,217206,217206,0.01
917,chr8,1,217223,217223,0.01
918,chr8,1,217226,217226,0.01
919,chr8,1,217229,217229,0.01
920,chr8,1,217234,217234,0.01
921,chr8,1,217262,217262,0.01
922,chr8,1,217288,217288,0.01
923,chr8,1,217298,217298,0.01
924,chr8,1,217311,217311,0.01
925,chr8,1,217313,217313,0.01
926,chr8,1,217327,217327,0.01
927,chr8,4,217332,217335,0.01
928,chr8,2,217349,217350,0.01
929,chr8,1,217353,217353,0.01
930,chr8,1,217372,217372,0.01
931,chr8,2,217380,217381,0.01
932,chr8,1,217383,217383,0.01
933,chr8,1,217390,217390,0.01
934,chr8,1,217395,217395,0.01
935,chr8,1,217405,217405,0.01
936,chr8,1,217412,217412,0.01
937,chr8,1,217417,217417,0.01
938,chr8,1,217422,217422,0.01
939,chr8,2,217424,217425,0.01
940,chr8,1,217430,217430,0.01
941,chr8,1,217437,217437,0.01
942,chr8,1,217447,217447,0.01
943,chr8,1,217453,217453,0.01
944,chr8,2,217456,217457,0.01
945,chr8,1,217461,217461,0.01
946,chr8,2,217469,217470,0.01
947,chr8,2,217472,217473,0.01
948,chr8,1,217489,217489,0.01
949,chr8,1,217508,217508,0.01
950,chr8,1,217515,217515,0.01
951,chr8,1,217535,217535,0.01
952,chr8,2,217538,217539,0.01
953,chr8,2,217544,217545,0.01
954,chr8,1,217559,217559,0.01
955,chr8,1,217561,217561,0.01
956,chr8,2,217572,217573,0.01
957,chr8,1,217576,217576,0.01
958,chr8,1,217578,217578,0.01
959,chr8,2,217581,217582,0.01
960,chr8,1,217587,217587,0.01
961,chr8,1,217601,217601,0.01
962,chr8,1,217609,217609,0.01
963,chr8,1,217617,217617,0.01
964,chr8,2,217622,217623,0.01
965,chr8,2,217660,217661,0.01
966,chr8,1,217675,217675,0.01
967,chr8,5,217709,217713,0.01
968,chr8,1,217719,217719,0.01
969,chr8,2,217725,217726,0.01
970,chr8,1,217731,217731,0.01
971,chr8,1,217742,217742,0.01
972,chr8,1,217746,217746,0.01
973,chr8,2,217749,217750,0.01
974,chr8,3,217754,217756,0.01
975,chr8,2,217768,217769,0.01
976,chr8,1,217774,217774,0.01
977,chr8,1,217794,217794,0.01
978,chr8,1,217811,217811,0.01
979,chr8,1,217831,217831,0.01
980,chr8,1,217846,217846,0.01
981,chr8,1,217858,217858,0.01
982,chr8,2,217866,217867,0.01
983,chr8,1,217886,217886,0.01
984,chr8,1,217893,217893,0.01
985,chr8,1,217920,217920,0.01
986,chr8,4,217923,217926,0.01
987,chr8,2,217932,217933,0.01
988,chr8,1,217936,217936,0.01
989,chr8,1,217984,217984,0.01
990,chr8,1,217987,217987,0.01
991,chr8,2,217995,217996,0.01
992,chr8,1,218006,218006,0.01
993,chr8,1,218013,218013,0.01
994,chr8,1,218015,218015,0.01
995,chr8,1,218022,218022,0.01
996,chr8,1,218026,218026,0.01
997,chr8,1,218028,218028,0.01
998,chr8,5,218036,218040,0.01
999,chr8,1,218042,218042,0.01
1000,chr8,1,218059,218059,0.01
1001,chr8,1,218065,218065,0.01
1002,chr8,1,218075,218075,0.01
1003,chr8,1,218093,218093,0.01
1004,chr8,3,218097,218099,0.01
1005,chr8,2,218103,218104,0.01
1006,chr8,2,218108,218109,0.01
1007,chr8,3,218111,218113,0.01
1008,chr8,1,218119,218119,0.01
1009,chr8,1,218138,218138,0.01
1010,chr8,2,218142,218143,0.01
1011,chr8,4,218145,218148,0.01
1012,chr8,1,218154,218154,0.01
1013,chr8,2,218157,218158,0.01
1014,chr8,2,218162,218163,0.01
1015,chr8,1,218165,218165,0.01
1016,chr8,1,218167,218167,0.01
1017,chr8,1,218171,218171,0.01
1018,chr8,1,218177,218177,0.01
1019,chr8,2,218185,218186,0.01
1020,chr8,1,218193,218193,0.01
1021,chr8,1,218204,218204,0.01
1022,chr8,1,218207,218207,0.01
1023,chr8,1,218222,218222,0.01
1024,chr8,1,218230,218230,0.01
1025,chr8,1,218236,218236,0.01
1026,chr8,1,218240,218240,0.01
1027,chr8,1,218249,218249,0.01
1028,chr8,1,218252,218252,0.01
1029,chr8,1,218285,218285,0.01
1030,chr8,2,218312,218313,0.01
1031,chr8,1,218316,218316,0.01
1032,chr8,1,218319,218319,0.01
1033,chr8,10,218332,218341,0.01
1034,chr8,1,218344,218344,0.01
1035,chr8,3,218351,218353,0.01
1036,chr8,1,218359,218359,0.01
1037,chr8,1,218361,218361,0.01
1038,chr8,1,218366,218366,0.01
1039,chr8,2,218374,218375,0.01
1040,chr8,1,218385,218385,0.01
1041,chr8,1,218397,218397,0.01
1042,chr8,2,218407,218408,0.01
1043,chr8,1,218422,218422,0.01
1044,chr8,1,218431,218431,0.01
1045,chr8,1,218438,218438,0.01
1046,chr8,1,218442,218442,0.01
1047,chr8,1,218448,218448,0.01
1048,chr8,1,218451,218451,0.01
1049,chr8,1,218458,218458,0.01
1050,chr8,1,218474,218474,0.01
1051,chr8,1,218497,218497,0.01
1052,chr8,1,218505,218505,0.01
1053,chr8,1,218514,218514,0.01
1054,chr8,2,218519,218520,0.01
1055,chr8,2,218523,218524,0.01
1056,chr8,1,218539,218539,0.01
1057,chr8,2,218544,218545,0.01
1058,chr8,1,218561,218561,0.01
1059,chr8,1,218593,218593,0.01
1060,chr8,1,218598,218598,0.01
1061,chr8,1,218608,218608,0.01
1062,chr8,5,218618,218622,0.01
1063,chr8,1,218624,218624,0.01
1064,chr8,1,218642,218642,0.01
1065,chr8,1,218645,218645,0.01
1066,chr8,1,218665,218665,0.01
1067,chr8,1,218694,218694,0.01
1068,chr8,1,218708,218708,0.01
1069,chr8,1,218732,218732,0.01
1070,chr8,1,218740,218740,0.01
1071,chr8,1,218746,218746,0.01
1072,chr8,1,218751,218751,0.01
1073,chr8,1,218766,218766,0.01
1074,chr8,1,218769,218769,0.01
1075,chr8,1,218772,218772,0.01
1076,chr8,1,218779,218779,0.01
1077,chr8,1,218781,218781,0.01
1078,chr8,1,218796,218796,0.01
1079,chr8,1,218798,218798,0.01
1080,chr8,1,218805,218805,0.01
1081,chr8,1,218817,218817,0.01
1082,chr8,2,218824,218825,0.01
1083,chr8,1,218831,218831,0.01
1084,chr8,1,218834,218834,0.01
1085,chr8,1,218842,218842,0.01
1086,chr8,2,218850,218851,0.01
1087,chr8,1,218856,218856,0.01
1088,chr8,1,218863,218863,0.01
1089,chr8,1,218870,218870,0.01
1090,chr8,1,218885,218885,0.01
1091,chr8,1,218895,218895,0.01
1092,chr8,1,218897,218897,0.01
1093,chr8,1,218902,218902,0.01
1094,chr8,1,218904,218904,0.01
1095,chr8,2,218908,218909,0.01
1096,chr8,1,218916,218916,0.01
1097,chr8,1,218924,218924,0.01
1098,chr8,2,218941,218942,0.01
1099,chr8,1,218944,218944,0.01
1100,chr8,1,218953,218953,0.01
1101,chr8,1,218970,218970,0.01
1102,chr8,1,218996,218996,0.01
1103,chr8,1,219000,219000,0.01
1104,chr8,1,219013,219013,0.01
1105,chr8,1,219030,219030,0.01
1106,chr8,1,219046,219046,0.01
1107,chr8,1,219054,219054,0.01
1108,chr8,3,219057,219059,0.01
1109,chr8,1,219068,219068,0.01
1110,chr8,1,219071,219071,0.01
1111,chr8,1,219082,219082,0.01
1112,chr8,1,219084,219084,0.01
1113,chr8,1,219104,219104,0.01
1114,chr8,1,219113,219113,0.01
1115,chr8,1,219123,219123,0.01
1116,chr8,3,219130,219132,0.01
1117,chr8,1,219173,219173,0.01
1118,chr8,1,219178,219178,0.01
1119,chr8,2,219192,219193,0.01
1120,chr8,6,219204,219209,0.01
1121,chr8,2,219213,219214,0.01
1122,chr8,1,219224,219224,0.01
1123,chr8,1,219237,219237,0.01
1124,chr8,1,219244,219244,0.01
1125,chr8,3,219261,219263,0.01
1126,chr8,1,219271,219271,0.01
1127,chr8,1,219275,219275,0.01
1128,chr8,1,219288,219288,0.01
1129,chr8,3,219300,219302,0.01
1130,chr8,1,219304,219304,0.01
1131,chr8,1,219311,219311,0.01
1132,chr8,1,219315,219315,0.01
1133,chr8,2,219318,219319,0.01
1134,chr8,1,219328,219328,0.01
1135,chr8,1,219333,219333,0.01
1136,chr8,1,219345,219345,0.01
1137,chr8,1,219352,219352,0.01
1138,chr8,1,219357,219357,0.01
1139,chr8,1,219360,219360,0.01
1140,chr8,2,219384,219385,0.01
1141,chr8,1,219395,219395,0.01
1142,chr8,1,219420,219420,0.01
1143,chr8,1,219422,219422,0.01
1144,chr8,1,219435,219435,0.01
1145,chr8,1,219450,219450,0.01
1146,chr8,1,219452,219452,0.01
1147,chr8,1,219458,219458,0.01
1148,chr8,1,219469,219469,0.01
1149,chr8,1,219473,219473,0.01
1150,chr8,1,219476,219476,0.01
1151,chr8,1,219481,219481,0.01
1152,chr8,1,219490,219490,0.01
1153,chr8,1,219495,219495,0.01
1154,chr8,1,219500,219500,0.01
1155,chr8,1,219504,219504,0.01
1156,chr8,1,219519,219519,0.01
1157,chr8,1,219547,219547,0.01
1158,chr8,1,219566,219566,0.01
1159,chr8,2,219581,219582,0.01
1160,chr8,1,219584,219584,0.01
1161,chr8,1,219604,219604,0.01
1162,chr8,1,219612,219612,0.01
1163,chr8,1,219626,219626,0.01
1164,chr8,1,219628,219628,0.01
1165,chr8,2,219636,219637,0.01
1166,chr8,1,219641,219641,0.01
1167,chr8,1,219655,219655,0.01
1168,chr8,1,219658,219658,0.01
1169,chr8,1,219667,219667,0.01
1170,chr8,1,219674,219674,0.01
1171,chr8,3,219702,219704,0.01
1172,chr8,1,219707,219707,0.01
1173,chr8,1,219709,219709,0.01
1174,chr8,1,219715,219715,0.01
1175,chr8,1,219742,219742,0.01
1176,chr8,2,219751,219752,0.01
1177,chr8,2,219755,219756,0.01
1178,chr8,1,219770,219770,0.01
1179,chr8,1,219795,219795,0.01
1180,chr8,1,219802,219802,0.01
1181,chr8,1,219804,219804,0.01
1182,chr8,1,219809,219809,0.01
1183,chr8,1,219815,219815,0.01
1184,chr8,1,219819,219819,0.01
1185,chr8,1,219821,219821,0.01
1186,chr8,1,219827,219827,0.01
1187,chr8,5,219848,219852,0.01
1188,chr8,1,219856,219856,0.01
1189,chr8,1,219866,219866,0.01
1190,chr8,1,219868,219868,0.01
1191,chr8,1,219903,219903,0.01
1192,chr8,1,219908,219908,0.01
1193,chr8,1,219915,219915,0.01
1194,chr8,1,219922,219922,0.01
1195,chr8,1,219930,219930,0.01
1196,chr8,1,219941,219941,0.01
1197,chr8,1,219948,219948,0.01
1198,chr8,1,219953,219953,0.01
1199,chr8,1,219960,219960,0.01
1200,chr8,1,219982,219982,0.01
1201,chr8,1,219990,219990,0.01
1202,chr8,1,220000,220000,0.01
1203,chr8,1,220003,220003,0.01
1204,chr8,1,220006,220006,0.01
1205,chr8,1,220009,220009,0.01
1206,chr8,1,220014,220014,0.01
1207,chr8,1,220025,220025,0.01
1208,chr8,1,220031,220031,0.01
1209,chr8,1,220035,220035,0.01
1210,chr8,1,220038,220038,0.01
1211,chr8,1,220040,220040,0.01
1212,chr8,4,220042,220045,0.01
1213,chr8,1,220049,220049,0.01
1214,chr8,1,220060,220060,0.01
1215,chr8,1,220062,220062,0.01
1216,chr8,2,220068,220069,0.01
1217,chr8,1,220084,220084,0.01
1218,chr8,1,220093,220093,0.01
1219,chr8,1,220103,220103,0.01
1220,chr8,1,220110,220110,0.01
1221,chr8,1,220116,220116,0.01
1222,chr8,1,220125,220125,0.01
1223,chr8,1,220129,220129,0.01
1224,chr8,2,220135,220136,0.01
1225,chr8,1,220138,220138,0.01
1226,chr8,2,220140,220141,0.01
1227,chr8,1,220165,220165,0.01
1228,chr8,1,220169,220169,0.01
1229,chr8,1,220173,220173,0.01
1230,chr8,1,220192,220192,0.01
1231,chr8,1,220199,220199,0.01
1232,chr8,1,220204,220204,0.01
1233,chr8,2,220213,220214,0.01
1234,chr8,1,220228,220228,0.01
1235,chr8,4,220234,220237,0.01
1236,chr8,1,220245,220245,0.01
1237,chr8,2,220254,220255,0.01
1238,chr8,1,220258,220258,0.01
1239,chr8,1,220260,220260,0.01
1240,chr8,1,220264,220264,0.01
1241,chr8,1,220267,220267,0.01
1242,chr8,1,220273,220273,0.01
1243,chr8,1,220290,220290,0.01
1244,chr8,3,220302,220304,0.01
1245,chr8,1,220313,220313,0.01
1246,chr8,3,220323,220325,0.01
1247,chr8,2,220329,220330,0.01
1248,chr8,1,220335,220335,0.01
1249,chr8,1,220338,220338,0.01
1250,chr8,1,220342,220342,0.01
1251,chr8,1,220353,220353,0.01
1252,chr8,1,220360,220360,0.01
1253,chr8,1,220380,220380,0.01
1254,chr8,2,220389,220390,0.01
1255,chr8,1,220405,220405,0.01
1256,chr8,1,220417,220417,0.01
1257,chr8,1,220421,220421,0.01
1258,chr8,1,220433,220433,0.01
1259,chr8,1,220446,220446,0.01
1260,chr8,1,220453,220453,0.01
1261,chr8,1,220491,220491,0.01
1262,chr8,1,220493,220493,0.01
1263,chr8,1,220499,220499,0.01
1264,chr8,1,220517,220517,0.01
1265,chr8,2,220522,220523,0.01
1266,chr8,4,220535,220538,0.01
1267,chr8,1,220565,220565,0.01
1268,chr8,1,220581,220581,0.01
1269,chr8,1,220584,220584,0.01
1270,chr8,1,220591,220591,0.01
1271,chr8,2,220597,220598,0.01
1272,chr8,2,220603,220604,0.01
1273,chr8,1,220606,220606,0.01
1274,chr8,4,220616,220619,0.01
1275,chr8,1,220632,220632,0.01
1276,chr8,3,220634,220636,0.01
1277,chr8,1,220645,220645,0.01
1278,chr8,1,220656,220656,0.01
1279,chr8,1,220661,220661,0.01
1280,chr8,1,220675,220675,0.01
1281,chr8,1,220713,220713,0.01
1282,chr8,1,220716,220716,0.01
1283,chr8,1,220721,220721,0.01
1284,chr8,2,220731,220732,0.01
1285,chr8,1,220748,220748,0.01
1286,chr8,1,220760,220760,0.01
1287,chr8,1,220767,220767,0.01
1288,chr8,1,220770,220770,0.01
1289,chr8,1,220778,220778,0.01
1290,chr8,1,220794,220794,0.01
1291,chr8,1,220796,220796,0.01
1292,chr8,1,220800,220800,0.01
1293,chr8,1,220820,220820,0.01
1294,chr8,4,220827,220830,0.01
1295,chr8,1,220832,220832,0.01
1296,chr8,1,220838,220838,0.01
1297,chr8,1,220859,220859,0.01
1298,chr8,1,220870,220870,0.01
1299,chr8,1,220878,220878,0.01
1300,chr8,1,220882,220882,0.01
1301,chr8,1,220884,220884,0.01
1302,chr8,1,220886,220886,0.01
1303,chr8,1,220893,220893,0.01
1304,chr8,1,220895,220895,0.01
1305,chr8,1,220904,220904,0.01
1306,chr8,1,220944,220944,0.01
1307,chr8,1,220957,220957,0.01
1308,chr8,1,220965,220965,0.01
1309,chr8,1,220973,220973,0.01
1310,chr8,1,220976,220976,0.01
1311,chr8,1,220991,220991,0.01
1312,chr8,1,220996,220996,0.01
1313,chr8,2,221021,221022,0.01
1314,chr8,3,221043,221045,0.01
1315,chr8,1,221058,221058,0.01
1316,chr8,1,221062,221062,0.01
1317,chr8,1,221066,221066,0.01
1318,chr8,1,221075,221075,0.01
1319,chr8,1,221083,221083,0.01
1320,chr8,1,221091,221091,0.01
1321,chr8,1,221097,221097,0.01
1322,chr8,1,221103,221103,0.01
1323,chr8,1,221105,221105,0.01
1324,chr8,1,221113,221113,0.01
1325,chr8,1,221118,221118,0.01
1326,chr8,2,221127,221128,0.01
1327,chr8,2,221134,221135,0.01
1328,chr8,4,221139,221142,0.01
1329,chr8,1,221153,221153,0.01
1330,chr8,1,221161,221161,0.01
1331,chr8,1,221168,221168,0.01
1332,chr8,1,221180,221180,0.01
1333,chr8,2,221182,221183,0.01
1334,chr8,1,221187,221187,0.01
1335,chr8,1,221191,221191,0.01
1336,chr8,1,221213,221213,0.01
1337,chr8,1,221217,221217,0.01
1338,chr8,2,221221,221222,0.01
1339,chr8,1,221227,221227,0.01
1340,chr8,1,221240,221240,0.01
1341,chr8,1,221244,221244,0.01
1342,chr8,1,221249,221249,0.01
1343,chr8,2,221251,221252,0.01
1344,chr8,1,221261,221261,0.01
1345,chr8,1,221266,221266,0.01
1346,chr8,1,221269,221269,0.01
1347,chr8,2,221273,221274,0.01
1348,chr8,7,221279,221285,0.01
1349,chr8,1,221289,221289,0.01
1350,chr8,1,221292,221292,0.01
1351,chr8,1,221300,221300,0.01
1352,chr8,3,221318,221320,0.01
1353,chr8,1,221329,221329,0.01
1354,chr8,2,221334,221335,0.01
1355,chr8,1,221340,221340,0.01
1356,chr8,1,221360,221360,0.01
1357,chr8,1,221364,221364,0.01
1358,chr8,1,221372,221372,0.01
1359,chr8,1,221382,221382,0.01
1360,chr8,1,221400,221400,0.01
1361,chr8,1,221407,221407,0.01
1362,chr8,1,221415,221415,0.01
1363,chr8,1,221417,221417,0.01
1364,chr8,1,221430,221430,0.01
1365,chr8,1,221434,221434,0.01
1366,chr8,1,221447,221447,0.01
1367,chr8,1,221459,221459,0.01
1368,chr8,2,221462,221463,0.01
1369,chr8,1,221465,221465,0.01
1370,chr8,1,221470,221470,0.01
1371,chr8,1,221474,221474,0.01
1372,chr8,2,221476,221477,0.01
1373,chr8,1,221479,221479,0.01
1374,chr8,1,221483,221483,0.01
1375,chr8,2,221485,221486,0.01
1376,chr8,1,221492,221492,0.01
1377,chr8,1,221499,221499,0.01
1378,chr8,1,221519,221519,0.01
1379,chr8,1,221529,221529,0.01
1380,chr8,1,221535,221535,0.01
1381,chr8,2,221556,221557,0.01
1382,chr8,1,221569,221569,0.01
1383,chr8,2,221588,221589,0.01
1384,chr8,1,221591,221591,0.01
1385,chr8,2,221601,221602,0.01
1386,chr8,2,221632,221633,0.01
1387,chr8,1,221641,221641,0.01
1388,chr8,1,221643,221643,0.01
1389,chr8,2,221648,221649,0.01
1390,chr8,1,221680,221680,0.01
1391,chr8,1,221682,221682,0.01
1392,chr8,2,221693,221694,0.01
1393,chr8,1,221701,221701,0.01
1394,chr8,1,221713,221713,0.01
1395,chr8,1,221715,221715,0.01
1396,chr8,1,221718,221718,0.01
1397,chr8,1,221720,221720,0.01
1398,chr8,1,221726,221726,0.01
1399,chr8,1,221737,221737,0.01
1400,chr8,2,221744,221745,0.01
1401,chr8,1,221749,221749,0.01
1402,chr8,1,221761,221761,0.01
1403,chr8,1,221767,221767,0.01
1404,chr8,1,221780,221780,0.01
1405,chr8,3,221784,221786,0.01
1406,chr8,1,221788,221788,0.01
1407,chr8,1,221792,221792,0.01
1408,chr8,3,221802,221804,0.01
1409,chr8,1,221823,221823,0.01
1410,chr8,2,221832,221833,0.01
1411,chr8,1,221845,221845,0.01
1412,chr8,2,221875,221876,0.01
1413,chr8,1,221880,221880,0.01
1414,chr8,1,221891,221891,0.01
1415,chr8,1,221893,221893,0.01
1416,chr8,3,221896,221898,0.01
1417,chr8,3,221900,221902,0.01
1418,chr8,1,221909,221909,0.01
1419,chr8,1,221918,221918,0.01
1420,chr8,1,221924,221924,0.01
1421,chr8,2,221926,221927,0.01
1422,chr8,1,221933,221933,0.01
1423,chr8,1,221945,221945,0.01
1424,chr8,1,221952,221952,0.01
1425,chr8,1,221963,221963,0.01
1426,chr8,1,221967,221967,0.01
1427,chr8,1,221969,221969,0.01
1428,chr8,1,221976,221976,0.01
1429,chr8,1,221986,221986,0.01
1430,chr8,1,221990,221990,0.01
1431,chr8,1,222002,222002,0.01
1432,chr8,1,222011,222011,0.01
1433,chr8,1,222020,222020,0.01
1434,chr8,1,222027,222027,0.01
1435,chr8,1,222052,222052,0.01
1436,chr8,1,222062,222062,0.01
1437,chr8,1,222064,222064,0.01
1438,chr8,1,222082,222082,0.01
1439,chr8,1,222084,222084,0.01
1440,chr8,1,222088,222088,0.01
1441,chr8,1,222093,222093,0.01
1442,chr8,1,222105,222105,0.01
1443,chr8,2,222120,222121,0.01
1444,chr8,1,222125,222125,0.01
1445,chr8,1,222135,222135,0.01
1446,chr8,1,222138,222138,0.01
1447,chr8,1,222142,222142,0.01
1448,chr8,1,222181,222181,0.01
1449,chr8,2,222185,222186,0.01
1450,chr8,1,222192,222192,0.01
1451,chr8,1,222225,222225,0.01
1452,chr8,1,222228,222228,0.01
1453,chr8,1,222249,222249,0.01
1454,chr8,1,222256,222256,0.01
1455,chr8,1,222266,222266,0.01
1456,chr8,1,222270,222270,0.01
1457,chr8,1,222277,222277,0.01
1458,chr8,2,222290,222291,0.01
1459,chr8,1,222294,222294,0.01
1460,chr8,2,222300,222301,0.01
1461,chr8,1,222316,222316,0.01
1462,chr8,2,222321,222322,0.01
1463,chr8,1,222333,222333,0.01
1464,chr8,4,222345,222348,0.01
1465,chr8,1,222354,222354,0.01
1466,chr8,1,222374,222374,0.01
1467,chr8,1,222384,222384,0.01
1468,chr8,1,222386,222386,0.01
1469,chr8,1,222389,222389,0.01
1470,chr8,1,222418,222418,0.01
1471,chr8,1,222420,222420,0.01
1472,chr8,1,222427,222427,0.01
1473,chr8,1,222431,222431,0.01
1474,chr8,1,222435,222435,0.01
1475,chr8,1,222437,222437,0.01
1476,chr8,2,222443,222444,0.01
1477,chr8,1,222466,222466,0.01
1478,chr8,2,222468,222469,0.01
1479,chr8,1,222478,222478,0.01
1480,chr8,1,222488,222488,0.01
1481,chr8,1,222491,222491,0.01
1482,chr8,1,222494,222494,0.01
1483,chr8,1,222508,222508,0.01
1484,chr8,1,222512,222512,0.01
1485,chr8,1,222520,222520,0.01
1486,chr8,2,222523,222524,0.01
